Nom;Prenom;email;age;Domaine_professionnel;Compétences_acquises;Compétences_en_court;Niveau_de_maîtrise;Compétences_cibles;Durée_apprentissage_par_compétence;Dernière_activité;Score
Edwards;Courtney;george61@gmail.com;22;Ingénierie;"Cloud, SQL, Python";"Cloud, DevOps";Débutant;"Kubernetes, Blockchain";"1 mois, 6 mois, 5 mois";17/02/2025;2
Collins;Jessica;ramirezjeff@hotmail.com;57;Finance;"Java, Gestion de projet, Cloud";"Python, Java";Débutant;"Cloud Computing, Docker";"6 mois, 6 mois, 3 mois";09/01/2025;4
Hayes;Amber;banderson@norman.net;48;Informatique;"Python, Cloud, SQL";"Machine Learning, Cloud";Avancé;"Kubernetes, Cloud Computing";"6 mois, 1 mois, 6 mois";11/02/2025;7
Pitts;Mary;ysimpson@hotmail.com;36;Médecine;"DevOps, Gestion de projet, Python";"Gestion de projet, Python";Débutant;"Blockchain, Deep Learning";"6 mois, 2 mois, 2 mois";25/02/2025;10
Johnston;Timothy;npatel@hotmail.com;36;Ingénierie;"DevOps, Gestion de projet, Cloud";"Python, Java";Intermédiaire;"Docker, Deep Learning";"1 mois, 2 mois, 5 mois";21/01/2025;9
Thompson;Noah;carrie94@george-chapman.org;37;Marketing;"Java, Machine Learning, Gestion de projet";"SQL, Gestion de projet";Intermédiaire;"Kubernetes, Blockchain";"3 mois, 2 mois, 2 mois";06/01/2025;10
Lowe;Brandon;connorbrewer@powers-johns.com;49;Finance;"Python, Java, SQL";"Python, DevOps";Intermédiaire;"Deep Learning, Kubernetes";"5 mois, 2 mois, 3 mois";19/01/2025;3
Baker;Benjamin;gyork@johnson.info;32;Médecine;"Gestion de projet, Machine Learning, Python";"Machine Learning, DevOps";Intermédiaire;"Kubernetes, Cloud Computing";"6 mois, 6 mois, 5 mois";27/02/2025;3
Scott;Susan;charlesthomas@yahoo.com;53;Médecine;"Python, Gestion de projet, Machine Learning";"Java, Cloud";Avancé;"Blockchain, Deep Learning";"6 mois, 3 mois, 3 mois";05/02/2025;4
Williams;Tracy;briantate@potter.info;32;Finance;"Machine Learning, DevOps, Gestion de projet";"Java, Python";Intermédiaire;"Docker, Cloud Computing";"4 mois, 1 mois, 3 mois";17/01/2025;5
Jackson;Gary;blackwelljonathan@gmail.com;53;Informatique;"DevOps, SQL, Python";"Cloud, SQL";Avancé;"Kubernetes, Docker";"6 mois, 2 mois, 4 mois";28/02/2025;6
Pacheco;Daniel;qhooper@gmail.com;27;Informatique;"Python, DevOps, SQL";"SQL, Java";Intermédiaire;"Cloud Computing, Docker";"4 mois, 1 mois, 5 mois";30/01/2025;9
Perry;Laurie;danielhunter@hotmail.com;29;Médecine;"DevOps, Java, Machine Learning";"Cloud, Machine Learning";Débutant;"Kubernetes, Cloud Computing";"5 mois, 3 mois, 5 mois";21/01/2025;6
Townsend;Valerie;qallen@ferguson.com;36;Ingénierie;"Java, Gestion de projet, Python";"Machine Learning, SQL";Intermédiaire;"Deep Learning, Kubernetes";"4 mois, 4 mois, 3 mois";24/02/2025;10
Scott;Danielle;joshuagamble@graham.com;47;Ingénierie;"Python, SQL, Gestion de projet";"SQL, Cloud";Débutant;"Deep Learning, Docker";"4 mois, 3 mois, 6 mois";24/02/2025;5
Thompson;Thomas;nelsonlinda@yahoo.com;28;Médecine;"SQL, Python, DevOps";"Python, Cloud";Débutant;"Kubernetes, Blockchain";"5 mois, 4 mois, 1 mois";07/01/2025;2
Atkins;Timothy;miguel27@anderson.com;32;Finance;"Cloud, Python, Java";"DevOps, Cloud";Débutant;"Blockchain, Docker";"1 mois, 2 mois, 4 mois";24/01/2025;1
Young;Christopher;zimmermancatherine@hotmail.com;46;Marketing;"Gestion de projet, Machine Learning, Java";"DevOps, Machine Learning";Avancé;"Deep Learning, Cloud Computing";"6 mois, 3 mois, 3 mois";05/02/2025;5
Watson;Arthur;qsnow@gmail.com;42;Marketing;"Machine Learning, DevOps, Gestion de projet";"DevOps, SQL";Intermédiaire;"Docker, Blockchain";"6 mois, 6 mois, 4 mois";29/01/2025;9
Conrad;David;adamjones@hotmail.com;33;Ingénierie;"Cloud, Python, Machine Learning";"Machine Learning, Java";Avancé;"Blockchain, Deep Learning";"1 mois, 3 mois, 2 mois";15/01/2025;4
Gilbert;Caitlin;rebeccadaniel@hotmail.com;54;Informatique;"SQL, Python, Cloud";"DevOps, Cloud";Débutant;"Kubernetes, Cloud Computing";"1 mois, 5 mois, 5 mois";17/01/2025;10
Bowers;Matthew;gary90@yahoo.com;33;Médecine;"Gestion de projet, DevOps, Cloud";"Cloud, Machine Learning";Avancé;"Blockchain, Deep Learning";"3 mois, 3 mois, 5 mois";18/01/2025;1
Cunningham;Steven;fjimenez@lewis.org;54;Marketing;"SQL, Java, Cloud";"Java, Gestion de projet";Débutant;"Deep Learning, Kubernetes";"1 mois, 1 mois, 3 mois";26/02/2025;8
Cruz;Kimberly;steven07@taylor-small.biz;29;Ingénierie;"Cloud, Java, Gestion de projet";"DevOps, Gestion de projet";Débutant;"Kubernetes, Deep Learning";"1 mois, 3 mois, 5 mois";01/02/2025;4
Joseph;Richard;lopezkeith@jackson-gray.com;38;Informatique;"Python, Machine Learning, Gestion de projet";"Gestion de projet, Cloud";Intermédiaire;"Docker, Blockchain";"3 mois, 5 mois, 4 mois";24/01/2025;6
Parrish;Ann;ibrown@yahoo.com;53;Ingénierie;"Python, Gestion de projet, DevOps";"Machine Learning, DevOps";Débutant;"Cloud Computing, Blockchain";"5 mois, 5 mois, 5 mois";21/01/2025;3
Fisher;Richard;hsmith@anderson.com;44;Ingénierie;"Cloud, Java, Python";"Machine Learning, SQL";Débutant;"Blockchain, Cloud Computing";"6 mois, 5 mois, 1 mois";20/02/2025;4
Ross;Gregory;antoniowilliams@ray.com;40;Médecine;"SQL, Gestion de projet, DevOps";"Python, Cloud";Débutant;"Blockchain, Docker";"4 mois, 6 mois, 1 mois";26/01/2025;4
Bailey;Jason;pughshelby@thomas-rodriguez.org;32;Médecine;"Machine Learning, SQL, DevOps";"Java, SQL";Débutant;"Kubernetes, Cloud Computing";"6 mois, 1 mois, 4 mois";03/02/2025;9
Harris;Amanda;leeamy@wallace-thompson.com;55;Finance;"DevOps, Java, SQL";"SQL, DevOps";Débutant;"Deep Learning, Cloud Computing";"6 mois, 6 mois, 5 mois";22/01/2025;7
Lane;Nicholas;lfisher@yahoo.com;57;Ingénierie;"Gestion de projet, SQL, Java";"Cloud, Gestion de projet";Avancé;"Cloud Computing, Docker";"4 mois, 5 mois, 6 mois";20/02/2025;5
Smith;Leslie;lwilliams@gmail.com;42;Médecine;"Gestion de projet, SQL, Cloud";"Gestion de projet, Machine Learning";Avancé;"Cloud Computing, Docker";"1 mois, 4 mois, 1 mois";30/01/2025;6
Jones;Bruce;idunn@gmail.com;48;Ingénierie;"Java, Machine Learning, Cloud";"SQL, Gestion de projet";Débutant;"Docker, Kubernetes";"4 mois, 4 mois, 3 mois";20/01/2025;8
Tyler;Andrew;djones@hotmail.com;23;Finance;"DevOps, Gestion de projet, Java";"Python, Gestion de projet";Avancé;"Deep Learning, Docker";"1 mois, 4 mois, 2 mois";29/01/2025;10
Woods;Thomas;ckelly@kim.com;48;Médecine;"Java, SQL, Python";"Machine Learning, Gestion de projet";Débutant;"Deep Learning, Cloud Computing";"4 mois, 2 mois, 5 mois";23/02/2025;9
Williams;Caroline;rebekahblackwell@contreras-rivera.com;35;Médecine;"Cloud, SQL, Gestion de projet";"Python, Machine Learning";Débutant;"Cloud Computing, Docker";"5 mois, 2 mois, 3 mois";23/02/2025;4
Stevens;Adam;rosswilliam@gmail.com;21;Marketing;"Gestion de projet, Java, DevOps";"Gestion de projet, Python";Débutant;"Kubernetes, Blockchain";"5 mois, 1 mois, 1 mois";10/01/2025;6
Kelley;Kathryn;umendez@gmail.com;50;Marketing;"DevOps, SQL, Cloud";"Gestion de projet, Machine Learning";Intermédiaire;"Blockchain, Docker";"2 mois, 4 mois, 1 mois";02/01/2025;4
Bond;Daniel;chadmendez@parker.com;53;Médecine;"SQL, Machine Learning, Gestion de projet";"Machine Learning, Java";Débutant;"Deep Learning, Kubernetes";"3 mois, 3 mois, 5 mois";22/01/2025;4
Le;Brandon;ddelgado@yahoo.com;40;Marketing;"DevOps, Cloud, Java";"Gestion de projet, DevOps";Débutant;"Cloud Computing, Kubernetes";"4 mois, 3 mois, 4 mois";10/01/2025;6
Douglas;Carlos;castillomichael@henson.net;48;Finance;"Gestion de projet, Java, SQL";"DevOps, Gestion de projet";Intermédiaire;"Blockchain, Cloud Computing";"5 mois, 3 mois, 6 mois";29/01/2025;7
Ellis;Jennifer;crosbyjason@caldwell-kirk.com;31;Ingénierie;"DevOps, Gestion de projet, SQL";"Python, Machine Learning";Avancé;"Deep Learning, Kubernetes";"2 mois, 4 mois, 3 mois";16/02/2025;10
Kirk;Roger;eric86@diaz.com;22;Finance;"DevOps, Java, SQL";"Gestion de projet, Java";Avancé;"Cloud Computing, Blockchain";"5 mois, 2 mois, 3 mois";30/01/2025;1
Lee;Trevor;valeriebrooks@stone.org;59;Marketing;"Gestion de projet, Java, SQL";"Cloud, SQL";Avancé;"Blockchain, Kubernetes";"4 mois, 5 mois, 2 mois";17/01/2025;10
Hart;Kimberly;fullerchristopher@hotmail.com;24;Ingénierie;"Machine Learning, DevOps, Cloud";"Machine Learning, Python";Avancé;"Blockchain, Cloud Computing";"2 mois, 2 mois, 1 mois";08/01/2025;3
Ali;Jeremy;juan72@gmail.com;54;Finance;"Python, SQL, Java";"DevOps, Cloud";Intermédiaire;"Cloud Computing, Blockchain";"6 mois, 1 mois, 1 mois";17/02/2025;5
Gutierrez;Howard;qhansen@gmail.com;53;Informatique;"Python, DevOps, Machine Learning";"Gestion de projet, DevOps";Avancé;"Kubernetes, Blockchain";"6 mois, 6 mois, 4 mois";20/01/2025;1
Hernandez;Jennifer;melissajordan@scott.com;55;Ingénierie;"Java, Python, DevOps";"SQL, Cloud";Avancé;"Docker, Deep Learning";"4 mois, 1 mois, 2 mois";07/02/2025;1
Watson;Derek;tarabarnett@yahoo.com;55;Finance;"DevOps, SQL, Machine Learning";"Cloud, Python";Avancé;"Kubernetes, Cloud Computing";"3 mois, 5 mois, 6 mois";20/01/2025;9
Wilson;Carl;reillymary@gmail.com;52;Ingénierie;"Machine Learning, DevOps, SQL";"Cloud, SQL";Intermédiaire;"Kubernetes, Deep Learning";"4 mois, 6 mois, 5 mois";01/01/2025;7
Vang;Joshua;justin56@gmail.com;57;Ingénierie;"Cloud, Machine Learning, DevOps";"Cloud, DevOps";Débutant;"Docker, Deep Learning";"3 mois, 3 mois, 4 mois";01/01/2025;10
Hall;Sarah;williamdavis@hotmail.com;58;Ingénierie;"Machine Learning, DevOps, Cloud";"SQL, Java";Avancé;"Docker, Cloud Computing";"4 mois, 5 mois, 1 mois";08/02/2025;2
Edwards;Carla;moyerashley@gmail.com;52;Ingénierie;"SQL, Gestion de projet, Cloud";"Cloud, Machine Learning";Intermédiaire;"Kubernetes, Cloud Computing";"6 mois, 2 mois, 6 mois";27/02/2025;7
Mendez;Dustin;wallsangela@huynh.com;39;Ingénierie;"Gestion de projet, Machine Learning, DevOps";"SQL, Java";Intermédiaire;"Deep Learning, Docker";"4 mois, 1 mois, 4 mois";06/01/2025;8
Sweeney;Robert;bsheppard@yahoo.com;37;Finance;"DevOps, Cloud, Python";"Python, Machine Learning";Débutant;"Cloud Computing, Docker";"5 mois, 6 mois, 3 mois";19/02/2025;10
Yates;David;cruzsheri@colon.biz;28;Finance;"Java, Cloud, DevOps";"Machine Learning, Java";Intermédiaire;"Deep Learning, Blockchain";"5 mois, 6 mois, 6 mois";08/02/2025;6
Moore;Sheena;gonzalestimothy@newman.net;42;Marketing;"DevOps, Java, SQL";"Cloud, Java";Avancé;"Kubernetes, Cloud Computing";"2 mois, 4 mois, 4 mois";11/01/2025;6
Arias;Crystal;xyoung@gmail.com;20;Finance;"Python, SQL, Java";"Machine Learning, Cloud";Avancé;"Cloud Computing, Deep Learning";"2 mois, 3 mois, 4 mois";14/02/2025;9
King;Duane;jessicashields@franklin.org;58;Ingénierie;"Java, Machine Learning, SQL";"DevOps, Machine Learning";Intermédiaire;"Cloud Computing, Docker";"6 mois, 6 mois, 6 mois";14/02/2025;10
Williams;Sharon;scox@luna-robertson.org;36;Informatique;"DevOps, Java, Gestion de projet";"Machine Learning, Java";Débutant;"Cloud Computing, Kubernetes";"5 mois, 2 mois, 2 mois";13/01/2025;8
Cox;Dennis;moralesmarcia@hotmail.com;38;Marketing;"SQL, Gestion de projet, Python";"SQL, DevOps";Avancé;"Kubernetes, Deep Learning";"6 mois, 4 mois, 6 mois";03/02/2025;9
Garcia;Michelle;friedmanjames@morales.org;27;Marketing;"Machine Learning, DevOps, Gestion de projet";"Machine Learning, Gestion de projet";Débutant;"Kubernetes, Docker";"3 mois, 5 mois, 2 mois";07/01/2025;8
Murray;James;michele06@gmail.com;51;Médecine;"Machine Learning, Gestion de projet, Python";"Python, SQL";Avancé;"Deep Learning, Blockchain";"3 mois, 1 mois, 6 mois";01/03/2025;4
Mckay;Renee;vasquezjonathan@yahoo.com;42;Informatique;"Machine Learning, Gestion de projet, Cloud";"Gestion de projet, Java";Avancé;"Deep Learning, Kubernetes";"5 mois, 1 mois, 6 mois";21/01/2025;10
Bennett;Caleb;bbrewer@miller-wright.com;37;Marketing;"DevOps, Cloud, Machine Learning";"Java, Gestion de projet";Intermédiaire;"Docker, Blockchain";"1 mois, 2 mois, 3 mois";24/01/2025;1
Allen;Elizabeth;christinehoffman@wilson.info;23;Médecine;"DevOps, SQL, Machine Learning";"Machine Learning, Gestion de projet";Avancé;"Cloud Computing, Deep Learning";"1 mois, 1 mois, 4 mois";16/02/2025;3
Glass;Daniel;michellemedina@bailey.net;44;Finance;"SQL, Machine Learning, Java";"Java, DevOps";Débutant;"Docker, Blockchain";"3 mois, 2 mois, 2 mois";01/03/2025;1
Kemp;Tonya;michaelfuentes@williams.net;22;Finance;"Cloud, Python, Gestion de projet";"DevOps, Java";Avancé;"Kubernetes, Cloud Computing";"3 mois, 1 mois, 1 mois";04/01/2025;8
Lynch;David;wwelch@morgan.com;28;Ingénierie;"DevOps, Cloud, Gestion de projet";"DevOps, Python";Débutant;"Docker, Blockchain";"5 mois, 2 mois, 3 mois";07/01/2025;6
Morrison;Denise;sarah64@wiley.com;50;Marketing;"Gestion de projet, Cloud, SQL";"Machine Learning, DevOps";Intermédiaire;"Cloud Computing, Blockchain";"2 mois, 6 mois, 4 mois";06/01/2025;9
Padilla;Becky;sfigueroa@yahoo.com;27;Marketing;"DevOps, Gestion de projet, Machine Learning";"Gestion de projet, Python";Avancé;"Kubernetes, Cloud Computing";"5 mois, 2 mois, 1 mois";24/02/2025;5
Maddox;Elaine;hwilliamson@hotmail.com;57;Ingénierie;"Python, Gestion de projet, Java";"DevOps, SQL";Débutant;"Blockchain, Cloud Computing";"5 mois, 4 mois, 2 mois";17/02/2025;2
Richardson;Daniel;lori91@coleman.net;26;Marketing;"SQL, DevOps, Machine Learning";"DevOps, Cloud";Avancé;"Deep Learning, Kubernetes";"2 mois, 3 mois, 6 mois";09/01/2025;1
Lawrence;Maria;rwilliams@valenzuela.org;37;Informatique;"Python, Gestion de projet, Cloud";"Python, DevOps";Intermédiaire;"Cloud Computing, Docker";"6 mois, 3 mois, 3 mois";22/01/2025;8
Robbins;Carla;codycrane@burton.com;31;Finance;"Gestion de projet, Python, Java";"Cloud, Machine Learning";Intermédiaire;"Blockchain, Cloud Computing";"4 mois, 6 mois, 3 mois";29/01/2025;7
Fisher;Stephen;vhart@adams.biz;52;Finance;"Machine Learning, Java, SQL";"Python, Cloud";Débutant;"Kubernetes, Deep Learning";"6 mois, 6 mois, 6 mois";28/01/2025;7
Smith;Warren;ewilliams@hotmail.com;45;Informatique;"Cloud, DevOps, Machine Learning";"Cloud, Machine Learning";Intermédiaire;"Docker, Cloud Computing";"5 mois, 3 mois, 5 mois";14/02/2025;8
Lee;Chad;deanjones@mckenzie-morgan.info;49;Médecine;"SQL, Cloud, Python";"Machine Learning, DevOps";Intermédiaire;"Kubernetes, Cloud Computing";"4 mois, 2 mois, 5 mois";21/01/2025;5
Coleman;Sarah;walkerlogan@floyd-todd.biz;30;Marketing;"Gestion de projet, SQL, Machine Learning";"SQL, Machine Learning";Avancé;"Deep Learning, Cloud Computing";"4 mois, 1 mois, 6 mois";01/03/2025;2
Carlson;Caroline;mindyrios@fields.com;23;Médecine;"Python, SQL, Cloud";"Cloud, Java";Intermédiaire;"Docker, Blockchain";"6 mois, 4 mois, 1 mois";01/03/2025;1
Bradley;Michael;rmalone@yahoo.com;40;Médecine;"SQL, DevOps, Java";"Python, Gestion de projet";Débutant;"Kubernetes, Deep Learning";"1 mois, 1 mois, 3 mois";21/02/2025;1
Gilbert;Steven;sean93@yahoo.com;40;Informatique;"Gestion de projet, Java, Python";"DevOps, Gestion de projet";Intermédiaire;"Deep Learning, Docker";"3 mois, 2 mois, 1 mois";07/02/2025;2
Jensen;Penny;alexandergreen@hudson-estrada.com;26;Finance;"DevOps, Python, Gestion de projet";"Java, Machine Learning";Avancé;"Deep Learning, Docker";"3 mois, 5 mois, 4 mois";18/01/2025;7
Kane;Amy;sanchezcynthia@yahoo.com;21;Ingénierie;"Cloud, DevOps, SQL";"Machine Learning, Cloud";Débutant;"Blockchain, Kubernetes";"6 mois, 4 mois, 5 mois";21/02/2025;3
Vaughn;Dawn;joanne26@black.com;36;Ingénierie;"SQL, DevOps, Machine Learning";"Python, Gestion de projet";Intermédiaire;"Deep Learning, Cloud Computing";"2 mois, 6 mois, 4 mois";16/02/2025;6
Graham;Mary;moralesnicole@hotmail.com;46;Finance;"Python, Java, Cloud";"Machine Learning, Cloud";Débutant;"Docker, Cloud Computing";"1 mois, 3 mois, 1 mois";08/01/2025;6
Williams;Thomas;jasonhall@parsons.com;23;Finance;"DevOps, SQL, Gestion de projet";"Python, Java";Intermédiaire;"Cloud Computing, Blockchain";"6 mois, 5 mois, 5 mois";24/02/2025;8
Moore;Brandon;ramostommy@gmail.com;28;Ingénierie;"Gestion de projet, Machine Learning, SQL";"DevOps, Machine Learning";Intermédiaire;"Deep Learning, Cloud Computing";"6 mois, 4 mois, 1 mois";10/01/2025;3
Espinoza;Louis;fbutler@gmail.com;41;Marketing;"DevOps, Java, Cloud";"DevOps, Cloud";Intermédiaire;"Kubernetes, Docker";"2 mois, 6 mois, 3 mois";19/01/2025;6
Mccormick;Elizabeth;lawrencejennifer@hotmail.com;33;Ingénierie;"Java, Cloud, Python";"Python, Java";Intermédiaire;"Cloud Computing, Docker";"3 mois, 5 mois, 4 mois";24/02/2025;6
Chan;Todd;gomezcourtney@gmail.com;23;Marketing;"Python, SQL, Cloud";"Python, Java";Intermédiaire;"Cloud Computing, Docker";"6 mois, 3 mois, 2 mois";20/02/2025;2
Butler;Crystal;dominique94@donaldson-wright.com;41;Finance;"Python, Machine Learning, Java";"Gestion de projet, Python";Intermédiaire;"Deep Learning, Blockchain";"2 mois, 6 mois, 4 mois";16/02/2025;9
Goodman;Charlotte;greeneantonio@gonzalez-cole.com;60;Marketing;"Cloud, Machine Learning, SQL";"Java, Machine Learning";Avancé;"Kubernetes, Cloud Computing";"6 mois, 4 mois, 1 mois";01/03/2025;2
Oconnor;Yolanda;asimmons@hotmail.com;45;Médecine;"DevOps, Python, SQL";"Gestion de projet, Cloud";Avancé;"Cloud Computing, Kubernetes";"1 mois, 5 mois, 2 mois";21/01/2025;5
Shaffer;Justin;rowediane@gmail.com;28;Finance;"SQL, Python, Cloud";"Gestion de projet, Cloud";Débutant;"Docker, Kubernetes";"4 mois, 6 mois, 1 mois";26/01/2025;7
Love;Brian;jennifergreene@spence.com;37;Finance;"Cloud, SQL, Gestion de projet";"Java, Gestion de projet";Débutant;"Kubernetes, Docker";"1 mois, 4 mois, 3 mois";18/02/2025;1
Garza;Donald;gjohnson@yahoo.com;42;Marketing;"Python, DevOps, Machine Learning";"Gestion de projet, SQL";Avancé;"Kubernetes, Blockchain";"5 mois, 6 mois, 5 mois";28/02/2025;7
Mendoza;Penny;ladams@webb.com;21;Marketing;"Java, Gestion de projet, Machine Learning";"SQL, Python";Avancé;"Cloud Computing, Kubernetes";"6 mois, 4 mois, 1 mois";30/01/2025;9
Proctor;Rachel;jessica12@haney.biz;41;Marketing;"Java, Python, DevOps";"Java, Python";Débutant;"Kubernetes, Cloud Computing";"4 mois, 6 mois, 4 mois";13/02/2025;10
Cabrera;Daniel;karenbarrett@yahoo.com;51;Marketing;"Cloud, Gestion de projet, Python";"Cloud, Java";Intermédiaire;"Deep Learning, Docker";"1 mois, 6 mois, 1 mois";21/01/2025;2
Reese;Brandon;nichole24@whitehead.com;56;Marketing;"Python, Cloud, Gestion de projet";"Cloud, DevOps";Intermédiaire;"Blockchain, Docker";"5 mois, 1 mois, 6 mois";11/02/2025;10
Hayes;Mary;hannahwalker@yahoo.com;46;Médecine;"Python, SQL, Cloud";"Cloud, Java";Intermédiaire;"Docker, Blockchain";"6 mois, 1 mois, 6 mois";28/02/2025;3
Moss;Samuel;andrea53@mack-shaffer.info;30;Informatique;"Gestion de projet, Python, DevOps";"DevOps, Python";Intermédiaire;"Kubernetes, Blockchain";"4 mois, 5 mois, 6 mois";23/02/2025;3
Rodgers;Omar;gonzalezrebecca@white-juarez.biz;59;Finance;"Gestion de projet, Machine Learning, Java";"Java, DevOps";Débutant;"Deep Learning, Kubernetes";"4 mois, 5 mois, 5 mois";18/02/2025;2
Thomas;Samuel;grant48@hotmail.com;51;Médecine;"Python, Machine Learning, SQL";"Java, Cloud";Avancé;"Cloud Computing, Docker";"1 mois, 6 mois, 3 mois";15/02/2025;4
Long;Christopher;andersonnathan@jones.com;24;Finance;"DevOps, Python, Machine Learning";"Machine Learning, Cloud";Débutant;"Kubernetes, Deep Learning";"1 mois, 2 mois, 3 mois";22/02/2025;8
Stout;Kristin;jonathanjohnson@gmail.com;27;Informatique;"SQL, Cloud, Machine Learning";"Python, SQL";Intermédiaire;"Blockchain, Deep Learning";"5 mois, 6 mois, 4 mois";13/01/2025;8
Dominguez;Jeffrey;cooperryan@smith-hernandez.com;35;Finance;"Gestion de projet, DevOps, SQL";"DevOps, Gestion de projet";Intermédiaire;"Blockchain, Cloud Computing";"4 mois, 6 mois, 1 mois";01/02/2025;5
Abbott;Curtis;sean13@munoz.org;26;Finance;"Java, Machine Learning, Cloud";"Java, DevOps";Avancé;"Blockchain, Deep Learning";"6 mois, 1 mois, 6 mois";07/02/2025;5
Allen;Rachael;gwebster@yahoo.com;30;Informatique;"DevOps, SQL, Machine Learning";"Python, DevOps";Avancé;"Cloud Computing, Blockchain";"4 mois, 5 mois, 6 mois";23/02/2025;2
Wallace;Kristin;oortiz@olson-meyer.biz;50;Médecine;"Java, DevOps, Machine Learning";"Cloud, Machine Learning";Intermédiaire;"Docker, Deep Learning";"4 mois, 4 mois, 3 mois";28/02/2025;2
Stevens;Jessica;george82@gmail.com;22;Médecine;"Java, Python, DevOps";"Cloud, Machine Learning";Avancé;"Kubernetes, Docker";"2 mois, 3 mois, 6 mois";07/02/2025;5
Moore;Richard;dgentry@figueroa.com;56;Informatique;"Java, Machine Learning, Gestion de projet";"Machine Learning, Gestion de projet";Avancé;"Docker, Cloud Computing";"2 mois, 6 mois, 6 mois";22/01/2025;4
Aguilar;Jennifer;evansjenna@hughes.net;37;Marketing;"Gestion de projet, Machine Learning, Python";"Java, DevOps";Intermédiaire;"Deep Learning, Kubernetes";"5 mois, 1 mois, 3 mois";13/01/2025;7
Melton;Brittany;nsmith@sullivan.com;31;Informatique;"Machine Learning, Java, Python";"Python, DevOps";Débutant;"Kubernetes, Blockchain";"2 mois, 6 mois, 3 mois";01/02/2025;1
Henderson;Nicole;elizabeth47@haney.com;49;Médecine;"DevOps, Cloud, Java";"Python, Machine Learning";Débutant;"Docker, Blockchain";"1 mois, 6 mois, 1 mois";25/02/2025;6
Pineda;Emily;juliecampbell@yahoo.com;22;Médecine;"SQL, Cloud, DevOps";"Machine Learning, Cloud";Débutant;"Deep Learning, Docker";"1 mois, 6 mois, 3 mois";20/02/2025;6
Moore;Sean;tammyberg@duarte.net;59;Marketing;"Java, Cloud, DevOps";"Gestion de projet, DevOps";Intermédiaire;"Blockchain, Kubernetes";"3 mois, 1 mois, 4 mois";26/01/2025;8
